lat,lon
64.89131478,-161.1701006
64.90360231,-161.1719519
64.91648152,-161.1666271
64.92544664,-161.1515939
64.92892706,-161.1323243
64.9255893,-161.1097063
64.9188609,-161.0940315
64.9110094,-161.068921
64.91031328,-161.0388295
64.91777334,-161.0140397
64.92733014,-161.0003823
64.92899118,-160.9883016
64.93026464,-160.9702016
64.94009024,-160.9634108
64.94532801,-160.9664626
64.95167269,-160.9732256
