tag.ID,capture.date,stat.week,tag.group,card.no,fish.no,swim.dir,time.in,sex,length,time.out,species,notes,age,lat,long,mesh.size,secchi.dis,secchi.re,air.temp,water.temp,wind.sp,wind.dir,cloud.cov,capture.loc,deploy.ymd.hms,deploy.unix,det.hist,recap,final.fate,ff.ymd.hms,ff.unix,at.large.unix,at.large.dhm,spawn.group,spawn.stream,terminal.stock,u.wind,v.wind,year,secchi,yday
factor,character,factor,factor,integer,integer,factor,character,factor,integer,character,factor,character,factor,numeric,numeric,factor,numeric,numeric,numeric,numeric,numeric,factor,numeric,factor,character,integer,character,factor,factor,character,integer,integer,character,factor,factor,factor,numeric,numeric,factor,numeric,integer
